Customer_ID,Customer_Name,Age,Gender,City,State,Country,Account_Open_Date,KYC_Status
CUST0062,Customer_62,59,Female,Coimbatore,Tamil Nadu,India,2020-09-03,Rejected
CUST0063,Customer_63,25,Male,Mumbai,Maharashtra,India,2020-11-06,Verified
CUST0064,Customer_64,60,Female,Madurai,Tamil Nadu,India,2018-05-20,Pending
CUST0065,Customer_65,58,Female,Trichy,Tamil Nadu,India,2019-05-20,Rejected
CUST0066,Customer_66,61,Male,Coimbatore,Tamil Nadu,India,2018-06-17,Rejected
CUST0067,Customer_67,55,Male,Chandigarh,Punjab,India,2019-10-10,Verified
CUST0068,Customer_68,37,Male,Lucknow,Uttar Pradesh,India,2019-06-28,Verified
CUST0069,Customer_69,51,Male,Noida,Uttar Pradesh,India,2019-10-10,Verified
CUST0070,Customer_70,61,Male,Kolkata,West Bengal,India,2021-02-27,Verified
CUST0071,Customer_71,35,Male,Jaipur,Rajasthan,India,2020-11-02,Verified
CUST0072,Customer_72,26,Female,Bengaluru,Karnataka,India,2022-12-06,Verified
CUST0073,Customer_73,32,Female,Noida,Uttar Pradesh,India,2020-06-16,Verified
CUST0074,Customer_74,63,Male,Bhopal,Madhya Pradesh,India,2020-12-19,Rejected
CUST0075,Customer_75,64,Female,Noida,Uttar Pradesh,India,2018-08-01,Verified
CUST0076,Customer_76,28,Female,Trichy,Tamil Nadu,India,2022-03-01,Verified
CUST0077,Customer_77,40,Female,Delhi,Delhi,India,2021-05-23,Verified
CUST0078,Customer_78,65,Male,Pune,Maharashtra,India,2021-07-22,Rejected
CUST0079,Customer_79,38,Male,Ahmedabad,Gujarat,India,2022-09-29,Verified
CUST0080,Customer_80,39,Male,Hyderabad,Telangana,India,2018-04-01,Verified
CUST0081,Customer_81,62,Female,Salem,Tamil Nadu,India,2019-06-21,Pending
CUST0082,Customer_82,49,Male,Jaipur,Rajasthan,India,2021-02-22,Verified
CUST0083,Customer_83,31,Male,Madurai,Tamil Nadu,India,2021-01-22,Verified
CUST0084,Customer_84,57,Male,Chandigarh,Punjab,India,2018-10-31,Verified
CUST0085,Customer_85,41,Male,Coimbatore,Tamil Nadu,India,2020-01-17,Verified
CUST0086,Customer_86,65,Male,Pune,Maharashtra,India,2019-05-27,Verified
CUST0087,Customer_87,48,Female,Jaipur,Rajasthan,India,2021-06-25,Verified
CUST0088,Customer_88,33,Male,Mumbai,Maharashtra,India,2020-04-24,Verified
CUST0089,Customer_89,48,Female,Lucknow,Uttar Pradesh,India,2022-07-01,Verified
CUST0090,Customer_90,28,Male,Mumbai,Maharashtra,India,2020-02-23,Pending
CUST0091,Customer_91,34,Male,Nagpur,Maharashtra,India,2022-07-31,Verified
CUST0092,Customer_92,36,Male,Noida,Uttar Pradesh,India,2019-04-02,Verified
CUST0093,Customer_93,43,Male,Mysuru,Karnataka,India,2019-07-25,Verified
CUST0094,Customer_94,63,Male,Bengaluru,Karnataka,India,2020-11-09,Rejected
CUST0095,Customer_95,23,Male,Lucknow,Uttar Pradesh,India,2018-08-25,Verified
CUST0096,Customer_96,38,Male,Chandigarh,Punjab,India,2018-03-20,Rejected
CUST0097,Customer_97,44,Male,Hyderabad,Telangana,India,2022-02-01,Pending
CUST0098,Customer_98,54,Male,Bhopal,Madhya Pradesh,India,2018-08-25,Rejected
CUST0099,Customer_99,38,Male,Pune,Maharashtra,India,2018-04-01,Verified
CUST0100,Customer_100,56,Female,Surat,Gujarat,India,2021-11-07,Verified
CUST0101,Customer_101,26,Male,Hyderabad,Telangana,India,2021-09-22,Rejected
CUST0102,Customer_102,64,Male,Lucknow,Uttar Pradesh,India,2022-10-03,Verified
CUST0103,Customer_103,41,Male,Surat,Gujarat,India,2021-09-27,Verified
CUST0104,Customer_104,40,Female,Mysuru,Karnataka,India,2021-02-09,Verified
CUST0105,Customer_105,64,Female,Hyderabad,Telangana,India,2020-02-16,Rejected
CUST0106,Customer_106,41,Female,Chandigarh,Punjab,India,2020-04-11,Verified
CUST0107,Customer_107,40,Male,Noida,Uttar Pradesh,India,2019-03-07,Rejected
CUST0108,Customer_108,63,Male,Bhopal,Madhya Pradesh,India,2019-10-22,Pending
CUST0109,Customer_109,65,Female,Kolkata,West Bengal,India,2019-03-14,Pending
CUST0110,Customer_110,64,Male,Mumbai,Maharashtra,India,2018-06-23,Rejected
CUST0111,Customer_111,43,Female,Bhopal,Madhya Pradesh,India,2018-07-11,Verified
CUST0112,Customer_112,34,Male,Nagpur,Maharashtra,India,2018-10-29,Verified
CUST0113,Customer_113,52,Male,Nagpur,Maharashtra,India,2021-06-05,Pending
CUST0114,Customer_114,62,Female,Hyderabad,Telangana,India,2021-03-24,Pending
CUST0115,Customer_115,47,Female,Ahmedabad,Gujarat,India,2019-05-15,Verified
CUST0116,Customer_116,49,Female,Trichy,Tamil Nadu,India,2019-03-25,Rejected
CUST0117,Customer_117,25,Female,Kolkata,West Bengal,India,2021-02-15,Verified
CUST0118,Customer_118,30,Male,Kolkata,West Bengal,India,2022-06-30,Rejected
CUST0119,Customer_119,60,Male,Jaipur,Rajasthan,India,2019-10-12,Rejected
CUST0120,Customer_120,49,Female,Surat,Gujarat,India,2022-08-29,Pending
CUST0121,Customer_121,52,Male,Mumbai,Maharashtra,India,2020-07-10,Verified
CUST0122,Customer_122,55,Female,Delhi,Delhi,India,2020-09-19,Verified
CUST0123,Customer_123,26,Male,Kolkata,West Bengal,India,2022-01-01,Verified
CUST0124,Customer_124,43,Female,Delhi,Delhi,India,2019-10-17,Verified
CUST0125,Customer_125,31,Male,Salem,Tamil Nadu,India,2019-04-19,Verified
CUST0126,Customer_126,26,Male,Pune,Maharashtra,India,2020-04-29,Verified
CUST0127,Customer_127,51,Male,Jaipur,Rajasthan,India,2020-05-01,Verified
CUST0128,Customer_128,46,Female,Hyderabad,Telangana,India,2022-04-26,Verified
CUST0129,Customer_129,46,Male,Chandigarh,Punjab,India,2020-09-03,Verified
CUST0130,Customer_130,46,Male,Noida,Uttar Pradesh,India,2022-10-14,Rejected
CUST0131,Customer_131,60,Male,Jaipur,Rajasthan,India,2019-03-28,Verified
CUST0132,Customer_132,49,Male,Delhi,Delhi,India,2020-09-21,Pending
CUST0133,Customer_133,64,Male,Lucknow,Uttar Pradesh,India,2021-10-22,Verified
CUST0134,Customer_134,30,Female,Kolkata,West Bengal,India,2021-06-28,Verified
CUST0135,Customer_135,59,Male,Mysuru,Karnataka,India,2021-03-01,Verified
CUST0136,Customer_136,30,Male,Hyderabad,Telangana,India,2022-11-11,Verified
CUST0137,Customer_137,38,Male,Coimbatore,Tamil Nadu,India,2020-02-16,Verified
CUST0138,Customer_138,42,Male,Kolkata,West Bengal,India,2019-11-23,Verified
CUST0139,Customer_139,38,Male,Hyderabad,Telangana,India,2022-09-06,Pending
CUST0140,Customer_140,56,Male,Chennai,Tamil Nadu,India,2018-04-17,Verified
CUST0141,Customer_141,63,Male,Madurai,Tamil Nadu,India,2018-03-24,Verified
CUST0142,Customer_142,23,Female,Pune,Maharashtra,India,2021-06-26,Verified
CUST0143,Customer_143,52,Male,Salem,Tamil Nadu,India,2021-10-03,Rejected
CUST0144,Customer_144,51,Male,Pune,Maharashtra,India,2021-12-03,Verified
CUST0145,Customer_145,60,Male,Mumbai,Maharashtra,India,2021-05-28,Verified
CUST0146,Customer_146,28,Male,Noida,Uttar Pradesh,India,2021-03-31,Verified
CUST0147,Customer_147,65,Male,Chandigarh,Punjab,India,2020-02-08,Verified
CUST0148,Customer_148,59,Female,Madurai,Tamil Nadu,India,2021-11-15,Verified
CUST0149,Customer_149,65,Male,Noida,Uttar Pradesh,India,2021-05-14,Rejected
CUST0150,Customer_150,44,Male,Coimbatore,Tamil Nadu,India,2020-12-27,Verified
CUST0151,Customer_151,54,Male,Madurai,Tamil Nadu,India,2021-08-19,Verified
CUST0152,Customer_152,53,Male,Hyderabad,Telangana,India,2018-08-05,Verified
CUST0153,Customer_153,31,Female,Kolkata,West Bengal,India,2020-06-10,Rejected
CUST0154,Customer_154,61,Female,Delhi,Delhi,India,2022-07-14,Pending
CUST0155,Customer_155,49,Female,Kolkata,West Bengal,India,2022-08-19,Verified
CUST0156,Customer_156,37,Male,Lucknow,Uttar Pradesh,India,2022-08-29,Verified
CUST0157,Customer_157,37,Male,Kolkata,West Bengal,India,2022-03-17,Rejected
CUST0158,Customer_158,64,Male,Bhopal,Madhya Pradesh,India,2020-02-16,Verified
CUST0159,Customer_159,42,Male,Ahmedabad,Gujarat,India,2019-01-08,Verified
CUST0160,Customer_160,38,Male,Bengaluru,Karnataka,India,2019-11-29,Rejected
CUST0161,Customer_161,57,Female,Delhi,Delhi,India,2018-01-21,Verified
CUST0162,Customer_162,37,Male,Madurai,Tamil Nadu,India,2022-01-14,Pending
CUST0163,Customer_163,37,Male,Jaipur,Rajasthan,India,2021-11-15,Pending
CUST0164,Customer_164,23,Male,Kolkata,West Bengal,India,2018-07-10,Verified
CUST0165,Customer_165,37,Female,Mysuru,Karnataka,India,2019-09-20,Verified
CUST0166,Customer_166,57,Male,Ahmedabad,Gujarat,India,2020-12-23,Pending
CUST0167,Customer_167,43,Male,Jaipur,Rajasthan,India,2019-12-22,Verified
CUST0168,Customer_168,38,Male,Noida,Uttar Pradesh,India,2019-04-18,Verified
CUST0169,Customer_169,29,Female,Lucknow,Uttar Pradesh,India,2022-03-02,Verified
CUST0170,Customer_170,35,Male,Pune,Maharashtra,India,2022-02-21,Verified
CUST0171,Customer_171,55,Male,Chandigarh,Punjab,India,2021-05-07,Verified
CUST0172,Customer_172,40,Male,Pune,Maharashtra,India,2019-04-11,Verified
CUST0173,Customer_173,22,Female,Noida,Uttar Pradesh,India,2021-12-21,Verified
CUST0174,Customer_174,24,Female,Delhi,Delhi,India,2018-04-22,Verified
CUST0175,Customer_175,62,Male,Salem,Tamil Nadu,India,2022-11-14,Verified
CUST0176,Customer_176,58,Male,Chennai,Tamil Nadu,India,2019-08-06,Pending
CUST0177,Customer_177,43,Male,Kolkata,West Bengal,India,2019-01-13,Verified
CUST0178,Customer_178,29,Male,Ahmedabad,Gujarat,India,2022-08-11,Pending
CUST0179,Customer_179,26,Male,Ahmedabad,Gujarat,India,2021-03-27,Verified
CUST0180,Customer_180,58,Male,Salem,Tamil Nadu,India,2019-09-15,Verified
CUST0181,Customer_181,57,Male,Trichy,Tamil Nadu,India,2022-04-15,Rejected
CUST0182,Customer_182,61,Female,Bhopal,Madhya Pradesh,India,2019-04-08,Pending
CUST0183,Customer_183,50,Female,Kolkata,West Bengal,India,2019-09-01,Pending
CUST0184,Customer_184,58,Male,Noida,Uttar Pradesh,India,2021-06-25,Rejected
CUST0185,Customer_185,35,Female,Trichy,Tamil Nadu,India,2021-07-05,Verified
CUST0186,Customer_186,32,Female,Madurai,Tamil Nadu,India,2019-05-07,Rejected
CUST0187,Customer_187,32,Male,Madurai,Tamil Nadu,India,2018-01-06,Pending
CUST0188,Customer_188,52,Male,Bhopal,Madhya Pradesh,India,2019-08-20,Verified
CUST0189,Customer_189,40,Male,Noida,Uttar Pradesh,India,2021-12-10,Verified
CUST0190,Customer_190,38,Female,Nagpur,Maharashtra,India,2022-06-02,Verified
CUST0191,Customer_191,29,Female,Hyderabad,Telangana,India,2021-01-20,Verified
CUST0192,Customer_192,31,Male,Delhi,Delhi,India,2018-05-27,Verified
CUST0193,Customer_193,60,Female,Noida,Uttar Pradesh,India,2022-03-14,Verified
CUST0194,Customer_194,29,Male,Kolkata,West Bengal,India,2020-08-17,Pending
CUST0195,Customer_195,54,Male,Delhi,Delhi,India,2021-01-10,Pending
CUST0196,Customer_196,60,Male,Madurai,Tamil Nadu,India,2018-03-23,Verified
CUST0197,Customer_197,38,Male,Bhopal,Madhya Pradesh,India,2018-02-22,Verified
CUST0198,Customer_198,59,Male,Chandigarh,Punjab,India,2018-02-12,Rejected
CUST0199,Customer_199,33,Female,Coimbatore,Tamil Nadu,India,2020-08-21,Pending
CUST0200,Customer_200,33,Male,Delhi,Delhi,India,2021-04-13,Pending
CUST0201,Customer_201,52,Male,Madurai,Tamil Nadu,India,2019-12-14,Verified
CUST0202,Customer_202,64,Female,Lucknow,Uttar Pradesh,India,2018-08-03,Verified
CUST0203,Customer_203,53,Male,Hyderabad,Telangana,India,2019-08-14,Rejected
CUST0204,Customer_204,51,Male,Coimbatore,Tamil Nadu,India,2018-06-30,Verified
CUST0205,Customer_205,29,Male,Lucknow,Uttar Pradesh,India,2022-05-02,Rejected
CUST0206,Customer_206,64,Female,Chennai,Tamil Nadu,India,2022-11-16,Pending
CUST0207,Customer_207,25,Female,Hyderabad,Telangana,India,2019-01-20,Verified
CUST0208,Customer_208,53,Male,Bhopal,Madhya Pradesh,India,2021-07-04,Verified
CUST0209,Customer_209,39,Female,Pune,Maharashtra,India,2021-01-29,Verified
CUST0210,Customer_210,53,Male,Kolkata,West Bengal,India,2018-09-06,Rejected
CUST0211,Customer_211,32,Female,Nagpur,Maharashtra,India,2019-09-29,Verified
CUST0212,Customer_212,48,Female,Jaipur,Rajasthan,India,2018-07-10,Verified
CUST0213,Customer_213,29,Female,Kolkata,West Bengal,India,2021-08-19,Pending
CUST0214,Customer_214,54,Male,Noida,Uttar Pradesh,India,2021-12-15,Pending
CUST0215,Customer_215,52,Male,Ahmedabad,Gujarat,India,2019-05-15,Rejected
CUST0216,Customer_216,46,Female,Salem,Tamil Nadu,India,2019-01-26,Rejected
CUST0217,Customer_217,26,Male,Salem,Tamil Nadu,India,2019-07-20,Verified
CUST0218,Customer_218,39,Male,Surat,Gujarat,India,2022-08-08,Verified
CUST0219,Customer_219,59,Male,Noida,Uttar Pradesh,India,2021-04-02,Verified
CUST0220,Customer_220,56,Male,Kolkata,West Bengal,India,2020-09-18,Verified
CUST0221,Customer_221,56,Male,Jaipur,Rajasthan,India,2020-02-12,Verified
CUST0222,Customer_222,37,Male,Pune,Maharashtra,India,2021-03-17,Verified
CUST0223,Customer_223,24,Male,Hyderabad,Telangana,India,2019-10-14,Pending
CUST0224,Customer_224,64,Female,Mysuru,Karnataka,India,2022-06-11,Pending
CUST0225,Customer_225,30,Female,Coimbatore,Tamil Nadu,India,2020-10-25,Verified
CUST0226,Customer_226,50,Female,Trichy,Tamil Nadu,India,2018-07-24,Pending
CUST0227,Customer_227,31,Female,Chennai,Tamil Nadu,India,2020-04-19,Verified
CUST0228,Customer_228,38,Female,Ahmedabad,Gujarat,India,2019-11-25,Pending
CUST0229,Customer_229,43,Female,Madurai,Tamil Nadu,India,2022-10-12,Pending
CUST0230,Customer_230,62,Male,Lucknow,Uttar Pradesh,India,2022-01-11,Rejected
CUST0231,Customer_231,61,Female,Coimbatore,Tamil Nadu,India,2018-05-21,Verified
CUST0232,Customer_232,27,Male,Nagpur,Maharashtra,India,2020-06-07,Verified
CUST0233,Customer_233,32,Male,Kolkata,West Bengal,India,2021-11-22,Verified
CUST0234,Customer_234,42,Male,Coimbatore,Tamil Nadu,India,2022-06-19,Verified
CUST0235,Customer_235,45,Female,Bengaluru,Karnataka,India,2020-06-01,Verified
CUST0236,Customer_236,48,Female,Surat,Gujarat,India,2021-03-05,Verified
CUST0237,Customer_237,27,Male,Mumbai,Maharashtra,India,2021-06-02,Rejected
CUST0238,Customer_238,53,Female,Nagpur,Maharashtra,India,2021-04-09,Verified
CUST0239,Customer_239,62,Male,Kolkata,West Bengal,India,2019-06-05,Verified
CUST0240,Customer_240,51,Female,Chennai,Tamil Nadu,India,2019-08-13,Verified
CUST0241,Customer_241,50,Female,Madurai,Tamil Nadu,India,2019-12-09,Verified
CUST0242,Customer_242,38,Male,Hyderabad,Telangana,India,2020-07-24,Verified
CUST0243,Customer_243,52,Female,Mysuru,Karnataka,India,2018-08-07,Pending
CUST0244,Customer_244,44,Male,Chandigarh,Punjab,India,2021-03-23,Verified
CUST0245,Customer_245,64,Male,Chennai,Tamil Nadu,India,2020-03-21,Verified
CUST0246,Customer_246,65,Male,Chandigarh,Punjab,India,2022-05-13,Rejected
CUST0247,Customer_247,40,Female,Ahmedabad,Gujarat,India,2022-05-08,Rejected
CUST0248,Customer_248,36,Female,Bengaluru,Karnataka,India,2021-07-27,Rejected
CUST0249,Customer_249,65,Female,Delhi,Delhi,India,2022-03-28,Verified
CUST0250,Customer_250,41,Male,Coimbatore,Tamil Nadu,India,2022-06-04,Verified
CUST0251,Customer_251,45,Female,Chandigarh,Punjab,India,2022-02-08,Verified
CUST0252,Customer_252,42,Male,Noida,Uttar Pradesh,India,2022-03-11,Verified
CUST0253,Customer_253,30,Female,Pune,Maharashtra,India,2022-05-30,Verified
CUST0254,Customer_254,54,Female,Surat,Gujarat,India,2019-07-13,Verified
CUST0255,Customer_255,40,Male,Ahmedabad,Gujarat,India,2022-03-09,Verified
CUST0256,Customer_256,26,Female,Kolkata,West Bengal,India,2018-10-16,Pending
CUST0257,Customer_257,45,Male,Jaipur,Rajasthan,India,2018-07-04,Verified
CUST0258,Customer_258,56,Male,Delhi,Delhi,India,2018-09-11,Verified
CUST0259,Customer_259,59,Male,Delhi,Delhi,India,2020-02-20,Verified
CUST0260,Customer_260,52,Female,Nagpur,Maharashtra,India,2018-02-21,Rejected
CUST0261,Customer_261,61,Male,Lucknow,Uttar Pradesh,India,2019-03-30,Pending
CUST0262,Customer_262,63,Male,Noida,Uttar Pradesh,India,2020-04-16,Verified
CUST0263,Customer_263,24,Male,Coimbatore,Tamil Nadu,India,2019-09-16,Verified
CUST0264,Customer_264,37,Female,Trichy,Tamil Nadu,India,2021-01-05,Pending
CUST0265,Customer_265,45,Female,Kolkata,West Bengal,India,2021-10-05,Pending
CUST0266,Customer_266,31,Male,Chandigarh,Punjab,India,2020-04-29,Pending
CUST0267,Customer_267,48,Male,Bhopal,Madhya Pradesh,India,2019-07-27,Verified
CUST0268,Customer_268,50,Female,Pune,Maharashtra,India,2020-06-29,Verified
CUST0269,Customer_269,65,Female,Trichy,Tamil Nadu,India,2020-01-23,Verified
CUST0270,Customer_270,47,Female,Coimbatore,Tamil Nadu,India,2019-07-20,Verified
CUST0271,Customer_271,27,Female,Kolkata,West Bengal,India,2021-09-19,Rejected
CUST0272,Customer_272,25,Male,Chennai,Tamil Nadu,India,2022-05-31,Verified
CUST0273,Customer_273,58,Male,Salem,Tamil Nadu,India,2019-02-25,Rejected
CUST0274,Customer_274,59,Female,Pune,Maharashtra,India,2019-03-19,Verified
CUST0275,Customer_275,60,Male,Salem,Tamil Nadu,India,2018-01-06,Verified
CUST0276,Customer_276,56,Female,Salem,Tamil Nadu,India,2019-05-29,Verified
CUST0277,Customer_277,30,Male,Chennai,Tamil Nadu,India,2018-01-31,Verified
CUST0278,Customer_278,42,Female,Chandigarh,Punjab,India,2018-02-02,Verified
CUST0279,Customer_279,30,Male,Coimbatore,Tamil Nadu,India,2022-02-28,Rejected
CUST0280,Customer_280,26,Male,Trichy,Tamil Nadu,India,2020-09-02,Verified
CUST0281,Customer_281,59,Male,Surat,Gujarat,India,2018-08-12,Rejected
CUST0282,Customer_282,61,Female,Nagpur,Maharashtra,India,2018-03-30,Verified
CUST0283,Customer_283,63,Male,Kolkata,West Bengal,India,2018-03-05,Pending
CUST0284,Customer_284,49,Male,Mysuru,Karnataka,India,2021-11-06,Pending
CUST0285,Customer_285,26,Male,Kolkata,West Bengal,India,2018-06-15,Rejected
CUST0286,Customer_286,26,Male,Salem,Tamil Nadu,India,2018-09-16,Rejected
CUST0287,Customer_287,57,Male,Chandigarh,Punjab,India,2021-12-29,Pending
CUST0288,Customer_288,55,Male,Bhopal,Madhya Pradesh,India,2019-08-27,Rejected
CUST0289,Customer_289,49,Male,Bhopal,Madhya Pradesh,India,2018-07-23,Rejected
CUST0290,Customer_290,49,Female,Pune,Maharashtra,India,2020-07-13,Pending
CUST0291,Customer_291,51,Male,Lucknow,Uttar Pradesh,India,2020-03-27,Verified
CUST0292,Customer_292,49,Male,Lucknow,Uttar Pradesh,India,2019-10-03,Verified
CUST0293,Customer_293,65,Male,Salem,Tamil Nadu,India,2020-08-29,Verified
CUST0294,Customer_294,27,Male,Madurai,Tamil Nadu,India,2020-06-03,Verified
CUST0295,Customer_295,57,Female,Salem,Tamil Nadu,India,2018-05-03,Rejected
CUST0296,Customer_296,43,Male,Jaipur,Rajasthan,India,2021-10-04,Pending
CUST0297,Customer_297,64,Male,Bengaluru,Karnataka,India,2022-03-17,Verified
CUST0298,Customer_298,60,Male,Noida,Uttar Pradesh,India,2019-10-02,Verified
CUST0299,Customer_299,54,Female,Chandigarh,Punjab,India,2019-03-12,Pending
CUST0300,Customer_300,28,Female,Nagpur,Maharashtra,India,2019-12-19,Verified
CUST0301,Customer_301,39,Female,Trichy,Tamil Nadu,India,2021-03-21,Pending
CUST0302,Customer_302,61,Female,Jaipur,Rajasthan,India,2021-06-10,Verified
CUST0303,Customer_303,64,Male,Bhopal,Madhya Pradesh,India,2022-08-26,Verified
CUST0304,Customer_304,39,Male,Mumbai,Maharashtra,India,2021-12-10,Verified
CUST0305,Customer_305,22,Female,Bengaluru,Karnataka,India,2019-01-07,Rejected
CUST0306,Customer_306,26,Male,Mysuru,Karnataka,India,2018-10-18,Verified
CUST0307,Customer_307,35,Male,Surat,Gujarat,India,2020-02-10,Pending
CUST0308,Customer_308,32,Male,Lucknow,Uttar Pradesh,India,2020-01-28,Verified
CUST0309,Customer_309,60,Male,Chandigarh,Punjab,India,2018-06-23,Verified
CUST0310,Customer_310,61,Male,Mumbai,Maharashtra,India,2018-04-12,Verified
CUST0311,Customer_311,64,Male,Kolkata,West Bengal,India,2020-05-18,Rejected
CUST0312,Customer_312,48,Female,Kolkata,West Bengal,India,2019-07-14,Rejected
CUST0313,Customer_313,44,Male,Trichy,Tamil Nadu,India,2020-05-30,Verified
CUST0314,Customer_314,53,Male,Chandigarh,Punjab,India,2020-12-15,Verified
CUST0315,Customer_315,47,Male,Nagpur,Maharashtra,India,2021-05-12,Verified
CUST0316,Customer_316,41,Female,Pune,Maharashtra,India,2019-03-09,Verified
CUST0317,Customer_317,42,Male,Noida,Uttar Pradesh,India,2018-09-03,Pending
CUST0318,Customer_318,33,Male,Hyderabad,Telangana,India,2018-09-22,Rejected
CUST0319,Customer_319,54,Male,Nagpur,Maharashtra,India,2021-02-18,Verified
CUST0320,Customer_320,24,Male,Mysuru,Karnataka,India,2020-06-12,Pending
CUST0321,Customer_321,42,Male,Madurai,Tamil Nadu,India,2021-03-25,Rejected
